"id","year","month","state_name","state_code","assembly_no","ac_name","ac_type","candidate_name","sex","age","candidate_type","party","position","ac_total_candidates","total_electors","total_votes","total_valid_votes","vote_share_percentage","margin","margin_percentage","turnout_percentage","poll_no","delimit_id"
24460,"2010","11","Bihar","10",15.0,"Siwan","GEN","Raj Kumar Sharma","MALE",30.0,"GEN","IND",15.0,24.0,227240.0,869.0,116821.0,0.74,91.0,0.08,51.41,0.0,4.0
24461,"2010","11","Bihar","10",15.0,"Siwan","GEN","Sangita Sinha","FEMALE",35.0,"GEN","IND",16.0,24.0,227240.0,778.0,116821.0,0.67,47.0,0.04,51.41,0.0,4.0
24462,"2010","11","Bihar","10",15.0,"Siwan","GEN","Izharul Haque","MALE",40.0,"GEN","SP",17.0,24.0,227240.0,731.0,116821.0,0.63,12.0,0.01,51.41,0.0,4.0
24463,"2010","11","Bihar","10",15.0,"Siwan","GEN","Jalaluddin Ahamad","MALE",40.0,"GEN","IND",18.0,24.0,227240.0,719.0,116821.0,0.62,191.0,0.16,51.41,0.0,4.0
24464,"2010","11","Bihar","10",15.0,"Siwan","GEN","Mansur Alam","MALE",48.0,"GEN","IND",19.0,24.0,227240.0,528.0,116821.0,0.45,55.0,0.05,51.41,0.0,4.0
24465,"2010","11","Bihar","10",15.0,"Siwan","GEN","Upendra Tiwari","MALE",50.0,"GEN","LSSP",20.0,24.0,227240.0,473.0,116821.0,0.4,14.0,0.01,51.41,0.0,4.0
24466,"2010","11","Bihar","10",15.0,"Siwan","GEN","Shambhoo Prasad","MALE",60.0,"GEN","IND",21.0,24.0,227240.0,459.0,116821.0,0.39,73.0,0.06,51.41,0.0,4.0
24467,"2010","11","Bihar","10",15.0,"Siwan","GEN","Sanjeev Kumar","MALE",38.0,"GEN","NCP",22.0,24.0,227240.0,386.0,116821.0,0.33,113.0,0.1,51.41,0.0,4.0
24468,"2010","11","Bihar","10",15.0,"Siwan","GEN","Shakuntala Devi","FEMALE",47.0,"GEN","IND",23.0,24.0,227240.0,273.0,116821.0,0.23,27.0,0.02,51.41,0.0,4.0
24469,"2010","11","Bihar","10",15.0,"Siwan","GEN","Ali Akhatar","MALE",32.0,"GEN","IND",24.0,24.0,227240.0,246.0,116821.0,0.21,0.0,0.0,51.41,0.0,4.0
24470,"2015","11","Bihar","10",16.0,"Siwan","GEN","Vyas Deo Prasad","MALE",62.0,"GEN","BJP",1.0,14.0,280805.0,55156.0,157489.0,35.02,3534.0,2.24,56.08,0.0,4.0
24471,"2015","11","Bihar","10",16.0,"Siwan","GEN","Bablu Prasad","MALE",31.0,"GEN","JD(U)",2.0,14.0,280805.0,51622.0,157489.0,32.78,23172.0,14.71,56.08,0.0,4.0
24472,"2015","11","Bihar","10",16.0,"Siwan","GEN","Avadh Vihari Choudhari","MALE",61.0,"GEN","IND",3.0,14.0,280805.0,28450.0,157489.0,18.06,23331.0,14.81,56.08,0.0,4.0
24473,"2015","11","Bihar","10",16.0,"Siwan","GEN","Nota","None","","GEN","NOTA",4.0,14.0,280805.0,5119.0,157489.0,3.25,865.0,0.55,56.08,0.0,4.0
24474,"2015","11","Bihar","10",16.0,"Siwan","GEN","Harendra Dubey","MALE",48.0,"GEN","IND",5.0,14.0,280805.0,4254.0,157489.0,2.7,152.0,0.1,56.08,0.0,4.0
24475,"2015","11","Bihar","10",16.0,"Siwan","GEN","Vinod Kumar Srivastav","MALE",44.0,"GEN","SHS",6.0,14.0,280805.0,4102.0,157489.0,2.6,2105.0,1.34,56.08,0.0,4.0
24476,"2015","11","Bihar","10",16.0,"Siwan","GEN","Jamil Ahmad","MALE",68.0,"GEN","CPI(ML)(L)",7.0,14.0,280805.0,1997.0,157489.0,1.27,455.0,0.29,56.08,0.0,4.0
24477,"2015","11","Bihar","10",16.0,"Siwan","GEN","Birendra Sah","MALE",37.0,"GEN","IND",8.0,14.0,280805.0,1542.0,157489.0,0.98,84.0,0.05,56.08,0.0,4.0
24478,"2015","11","Bihar","10",16.0,"Siwan","GEN","Kaushal Kishore Yadav","MALE",40.0,"GEN","IND",9.0,14.0,280805.0,1458.0,157489.0,0.93,547.0,0.35,56.08,0.0,4.0
24479,"2015","11","Bihar","10",16.0,"Siwan","GEN","Suman Kumar","MALE",35.0,"GEN","SP",10.0,14.0,280805.0,911.0,157489.0,0.58,141.0,0.09,56.08,0.0,4.0
24480,"2015","11","Bihar","10",16.0,"Siwan","GEN","Ravindar Kumar Prasad","MALE",26.0,"GEN","IND",11.0,14.0,280805.0,770.0,157489.0,0.49,198.0,0.13,56.08,0.0,4.0
24481,"2015","11","Bihar","10",16.0,"Siwan","GEN","Dewakant Mishra","MALE",40.0,"GEN","IND",12.0,14.0,280805.0,572.0,157489.0,0.36,13.0,0.01,56.08,0.0,4.0
24482,"2015","11","Bihar","10",16.0,"Siwan","GEN","Binod Singh Kuswaha","MALE",35.0,"GEN","GJDS",13.0,14.0,280805.0,559.0,157489.0,0.35,65.0,0.04,56.08,0.0,4.0
24483,"2015","11","Bihar","10",16.0,"Siwan","GEN","Nagendra Tiwari","MALE",37.0,"GEN","LKJP",14.0,14.0,280805.0,494.0,157489.0,0.31,11.0,0.01,56.08,0.0,4.0
24484,"2015","11","Bihar","10",16.0,"Siwan","GEN","Md Moin","MALE",49.0,"GEN","IND",15.0,14.0,280805.0,483.0,157489.0,0.31,0.0,0.0,56.08,0.0,4.0
24485,"2020","11","Bihar","10",17.0,"Siwan","GEN","Awadh Bihari Chaudhary","MALE",73.0,"GEN","RJD",1.0,15.0,311523.0,76785.0,169519.0,45.3,1973.0,1.16,54.42,0.0,4.0
24486,"2020","11","Bihar","10",17.0,"Siwan","GEN","Om Prakash Yadav","MALE",57.0,"GEN","BJP",2.0,15.0,311523.0,74812.0,169519.0,44.13,72230.0,42.61,54.42,0.0,4.0
24487,"2020","11","Bihar","10",17.0,"Siwan","GEN","Vinod Kumar Srivastava","MALE",49.0,"GEN","IND",3.0,15.0,311523.0,2582.0,169519.0,1.52,236.0,0.14,54.42,0.0,4.0
24488,"2020","11","Bihar","10",17.0,"Siwan","GEN","Rajan Kumar","MALE",52.0,"GEN","IND",4.0,15.0,311523.0,2346.0,169519.0,1.38,8.0,0.0,54.42,0.0,4.0
24489,"2020","11","Bihar","10",17.0,"Siwan","GEN","Abdul Rizwan Ansari","MALE",43.0,"GEN","RLSP",5.0,15.0,311523.0,2338.0,169519.0,1.38,467.0,0.28,54.42,0.0,4.0
24490,"2020","11","Bihar","10",17.0,"Siwan","GEN","Vyasdeo Prasad","MALE",67.0,"GEN","IND",6.0,15.0,311523.0,1871.0,169519.0,1.1,289.0,0.17,54.42,0.0,4.0
24491,"2020","11","Bihar","10",17.0,"Siwan","GEN","Nematullah Khan","MALE",31.0,"GEN","IND",7.0,15.0,311523.0,1582.0,169519.0,0.93,30.0,0.02,54.42,0.0,4.0
24492,"2020","11","Bihar","10",17.0,"Siwan","GEN","Rameshwar Kumar","MALE",42.0,"GEN","TPLRSP",8.0,15.0,311523.0,1552.0,169519.0,0.92,116.0,0.07,54.42,0.0,4.0
24493,"2020","11","Bihar","10",17.0,"Siwan","GEN","Devendra Gupta","MALE",39.0,"GEN","IND",9.0,15.0,311523.0,1436.0,169519.0,0.85,20.0,0.01,54.42,0.0,4.0
24494,"2020","11","Bihar","10",17.0,"Siwan","GEN","Nota","None","","GEN","NOTA",10.0,15.0,311523.0,1416.0,169519.0,0.84,518.0,0.31,54.42,0.0,4.0
24495,"2020","11","Bihar","10",17.0,"Siwan","GEN","Anil Kumar Verma","MALE",55.0,"GEN","RTMNSWP",11.0,15.0,311523.0,898.0,169519.0,0.53,107.0,0.06,54.42,0.0,4.0
24496,"2020","11","Bihar","10",17.0,"Siwan","GEN","Aquil Ahmad Rahi","MALE",49.0,"GEN","NCP",12.0,15.0,311523.0,791.0,169519.0,0.47,139.0,0.08,54.42,0.0,4.0
24497,"2020","11","Bihar","10",17.0,"Siwan","GEN","Mohammad Mithu Sah","MALE",32.0,"GEN","IND",13.0,15.0,311523.0,652.0,169519.0,0.38,422.0,0.25,54.42,0.0,4.0
24498,"2020","11","Bihar","10",17.0,"Siwan","GEN","Kaushal Kishore Yadav","MALE",45.0,"GEN","IND",14.0,15.0,311523.0,230.0,169519.0,0.14,2.0,0.0,54.42,0.0,4.0
24499,"2020","11","Bihar","10",17.0,"Siwan","GEN","Abhishek Srivastva Alias Sonu","MALE",36.0,"GEN","IND",15.0,15.0,311523.0,228.0,169519.0,0.13,0.0,0.0,54.42,0.0,4.0
24500,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Ratnesh Sada","MALE",44.0,"SC","JD(U)",1.0,20.0,229264.0,56633.0,119548.0,47.37,31445.0,26.3,52.14,0.0,4.0
24501,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Sarita Devi","FEMALE",26.0,"SC","LJP",2.0,20.0,229264.0,25188.0,119548.0,21.07,14755.0,12.34,52.14,0.0,4.0
24502,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Tarni Rishideo","MALE",28.0,"SC","INC",3.0,20.0,229264.0,10433.0,119548.0,8.73,5800.0,4.85,52.14,0.0,4.0
24503,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Deo Narayan Paswan","MALE",72.0,"SC","CPI",4.0,20.0,229264.0,4633.0,119548.0,3.88,2210.0,1.85,52.14,0.0,4.0
24504,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Manoj Paswan Vill Muradpur","MALE",34.0,"SC","IND",5.0,20.0,229264.0,2423.0,119548.0,2.03,57.0,0.05,52.14,0.0,4.0
24505,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Ashok Paswan","MALE",34.0,"SC","NCP",6.0,20.0,229264.0,2366.0,119548.0,1.98,436.0,0.36,52.14,0.0,4.0
24506,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Amir Ram","MALE",45.0,"SC","HND",7.0,20.0,229264.0,1930.0,119548.0,1.61,438.0,0.37,52.14,0.0,4.0
24507,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Vedanand Ram","MALE",39.0,"SC","JMBP",8.0,20.0,229264.0,1492.0,119548.0,1.25,16.0,0.01,52.14,0.0,4.0
24508,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Bhikha Paswan","MALE",25.0,"SC","BSP",9.0,20.0,229264.0,1476.0,119548.0,1.23,24.0,0.02,52.14,0.0,4.0
24509,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Kailash Sada","MALE",40.0,"SC","IND",10.0,20.0,229264.0,1452.0,119548.0,1.21,41.0,0.03,52.14,0.0,4.0
24510,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Manoj Paswan Vill Surmaha","MALE",25.0,"SC","IND",11.0,20.0,229264.0,1411.0,119548.0,1.18,8.0,0.01,52.14,0.0,4.0
24511,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Surya Narayan Paswan","MALE",31.0,"SC","IND",12.0,20.0,229264.0,1403.0,119548.0,1.17,114.0,0.1,52.14,0.0,4.0
24512,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Shiv Shankar Das","MALE",63.0,"SC","IND",13.0,20.0,229264.0,1289.0,119548.0,1.08,59.0,0.05,52.14,0.0,4.0
24513,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Upendra Narayan Hajra","MALE",55.0,"SC","IND",14.0,20.0,229264.0,1230.0,119548.0,1.03,16.0,0.01,52.14,0.0,4.0
24514,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Indu Devi","FEMALE",48.0,"SC","IND",15.0,20.0,229264.0,1214.0,119548.0,1.02,80.0,0.07,52.14,0.0,4.0
24515,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Chandan Rishideo","MALE",30.0,"SC","JMM",16.0,20.0,229264.0,1134.0,119548.0,0.95,61.0,0.05,52.14,0.0,4.0
24516,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Manoj Paswan","MALE",25.0,"SC","AD",17.0,20.0,229264.0,1073.0,119548.0,0.9,19.0,0.02,52.14,0.0,4.0
24517,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Bhumi Paswan","MALE",25.0,"SC","IND",18.0,20.0,229264.0,1054.0,119548.0,0.88,145.0,0.12,52.14,0.0,4.0
24518,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Mahendra Hajra","MALE",56.0,"SC","JD(S)",19.0,20.0,229264.0,909.0,119548.0,0.76,104.0,0.09,52.14,0.0,4.0
24519,"2010","11","Bihar","10",15.0,"Sonbarsa","SC","Raghunandan Choudhary","MALE",58.0,"SC","IND",20.0,20.0,229264.0,805.0,119548.0,0.67,0.0,0.0,52.14,0.0,4.0
24520,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Ratnesh Sada","MALE",44.0,"SC","JD(U)",1.0,8.0,283053.0,88789.0,148837.0,59.66,53763.0,36.12,52.58,0.0,4.0
24521,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Sarita Devi","FEMALE",35.0,"SC","LJP",2.0,8.0,283053.0,35026.0,148837.0,23.53,28577.0,19.2,52.58,0.0,4.0
24522,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Nota","None","","SC","NOTA",3.0,8.0,283053.0,6449.0,148837.0,4.33,1006.0,0.68,52.58,0.0,4.0
24523,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Manoj Paswan","MALE",38.0,"SC","JAPL",4.0,8.0,283053.0,5443.0,148837.0,3.66,613.0,0.41,52.58,0.0,4.0
24524,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Rajkumar Chaudhary","MALE",39.0,"SC","CPI",5.0,8.0,283053.0,4830.0,148837.0,3.25,2584.0,1.74,52.58,0.0,4.0
24525,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Prithvi Chand Sada","MALE",48.0,"SC","IND",6.0,8.0,283053.0,2246.0,148837.0,1.51,8.0,0.01,52.58,0.0,4.0
24526,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Chandan Rishideo","MALE",39.0,"SC","ManJP",7.0,8.0,283053.0,2238.0,148837.0,1.5,231.0,0.16,52.58,0.0,4.0
24527,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Satyanarayan Paswan","MALE",46.0,"SC","BMUP",8.0,8.0,283053.0,2007.0,148837.0,1.35,198.0,0.13,52.58,0.0,4.0
24528,"2015","11","Bihar","10",16.0,"Sonbarsa","SC","Rajesh Ram","MALE",27.0,"SC","BSP",9.0,8.0,283053.0,1809.0,148837.0,1.22,0.0,0.0,52.58,0.0,4.0
24529,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Ratnesh Sada","MALE",49.0,"SC","JD(U)",1.0,17.0,313357.0,67678.0,168356.0,40.2,13466.0,8.0,53.73,0.0,4.0
24530,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Tarni Rishideo","MALE",47.0,"SC","INC",2.0,17.0,313357.0,54212.0,168356.0,32.2,40646.0,24.14,53.73,0.0,4.0
24531,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Sarita Devi","FEMALE",40.0,"SC","LJP",3.0,17.0,313357.0,13566.0,168356.0,8.06,8673.0,5.15,53.73,0.0,4.0
24532,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Rajesh Ram","MALE",32.0,"SC","IND",4.0,17.0,313357.0,4893.0,168356.0,2.91,103.0,0.06,53.73,0.0,4.0
24533,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Manoj Paswan","MALE",43.0,"SC","JAPL",5.0,17.0,313357.0,4790.0,168356.0,2.85,1040.0,0.62,53.73,0.0,4.0
24534,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Sikandar Sada","MALE",67.0,"SC","IND",6.0,17.0,313357.0,3750.0,168356.0,2.23,368.0,0.22,53.73,0.0,4.0
24535,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Ramesh Kumar Sharma","MALE",39.0,"SC","IND",7.0,17.0,313357.0,3382.0,168356.0,2.01,534.0,0.32,53.73,0.0,4.0
24536,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Kiran Devi","FEMALE",35.0,"SC","BSP",8.0,17.0,313357.0,2848.0,168356.0,1.69,73.0,0.04,53.73,0.0,4.0
24537,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Manjay Kumar","MALE",36.0,"SC","IND",9.0,17.0,313357.0,2775.0,168356.0,1.65,228.0,0.14,53.73,0.0,4.0
24538,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Bhumi Paswan","MALE",71.0,"SC","IND",10.0,17.0,313357.0,2547.0,168356.0,1.51,755.0,0.45,53.73,0.0,4.0
24539,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Pawan Paswan","MALE",43.0,"SC","NCP",11.0,17.0,313357.0,1792.0,168356.0,1.06,91.0,0.05,53.73,0.0,4.0
24540,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Nota","None","","SC","NOTA",12.0,17.0,313357.0,1701.0,168356.0,1.01,664.0,0.39,53.73,0.0,4.0
24541,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Upendra Ram","MALE",50.0,"SC","IND",13.0,17.0,313357.0,1037.0,168356.0,0.62,0.0,0.0,53.73,0.0,4.0
24542,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Amir Ram","MALE",55.0,"SC","TPLRSP",14.0,17.0,313357.0,1037.0,168356.0,0.62,153.0,0.09,53.73,0.0,4.0
24543,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Umesh Paswan","MALE",36.0,"SC","JTLP",15.0,17.0,313357.0,884.0,168356.0,0.53,125.0,0.07,53.73,0.0,4.0
24544,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Prithvi Chandra Sada","MALE",52.0,"SC","RJBP",16.0,17.0,313357.0,759.0,168356.0,0.45,54.0,0.03,53.73,0.0,4.0
24545,"2020","11","Bihar","10",17.0,"Sonbarsa","SC","Pranjal Ranjan Kumar Urf Dilkhush Paswan","MALE",25.0,"SC","JTVP",17.0,17.0,313357.0,705.0,168356.0,0.42,0.0,0.0,53.73,0.0,4.0
24546,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Vinay Kumar Singh","MALE",48.0,"GEN","BJP",1.0,10.0,223755.0,64676.0,120316.0,53.76,20685.0,17.19,53.77,0.0,4.0
24547,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Rabri Devi","FEMALE",56.0,"GEN","RJD",2.0,10.0,223755.0,43991.0,120316.0,36.56,41107.0,34.17,53.77,0.0,4.0
24548,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Ajay Singh","MALE",55.0,"GEN","INC",3.0,10.0,223755.0,2884.0,120316.0,2.4,856.0,0.71,53.77,0.0,4.0
24549,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Surender Ram","MALE",33.0,"GEN","IND",4.0,10.0,223755.0,2028.0,120316.0,1.69,33.0,0.03,53.77,0.0,4.0
24550,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Lilawati Devi","FEMALE",50.0,"GEN","IND",5.0,10.0,223755.0,1995.0,120316.0,1.66,443.0,0.37,53.77,0.0,4.0
24551,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Samir Singh","MALE",27.0,"GEN","BSP",6.0,10.0,223755.0,1552.0,120316.0,1.29,446.0,0.37,53.77,0.0,4.0
24552,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Vinay Ku Singh","MALE",45.0,"GEN","IND",7.0,10.0,223755.0,1106.0,120316.0,0.92,146.0,0.12,53.77,0.0,4.0
24553,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Rajesh Kumar","MALE",30.0,"GEN","IND",8.0,10.0,223755.0,960.0,120316.0,0.8,315.0,0.26,53.77,0.0,4.0
24554,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Suresh Pandit","MALE",43.0,"GEN","IJK",9.0,10.0,223755.0,645.0,120316.0,0.54,166.0,0.14,53.77,0.0,4.0
24555,"2010","11","Bihar","10",15.0,"Sonepur","GEN","Laxmi Rai","MALE",68.0,"GEN","SP",10.0,10.0,223755.0,479.0,120316.0,0.4,0.0,0.0,53.77,0.0,4.0
24556,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Dr Ramanuj Prasad","MALE",56.0,"GEN","RJD",1.0,13.0,267918.0,86082.0,156884.0,54.87,36396.0,23.2,58.56,0.0,4.0
24557,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Vinay Kumar Singh","MALE",53.0,"GEN","BJP",2.0,13.0,267918.0,49686.0,156884.0,31.67,45396.0,28.94,58.56,0.0,4.0
24558,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Nota","None","","GEN","NOTA",3.0,13.0,267918.0,4290.0,156884.0,2.73,684.0,0.44,58.56,0.0,4.0
24559,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Binod Kumar Singh","MALE",42.0,"GEN","IND",4.0,13.0,267918.0,3606.0,156884.0,2.3,341.0,0.22,58.56,0.0,4.0
24560,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Pradeep Kumar Sahni","MALE",39.0,"GEN","SKLP",5.0,13.0,267918.0,3265.0,156884.0,2.08,953.0,0.61,58.56,0.0,4.0
24561,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Sudhir Kumar Singh Alias Bhola Singh","MALE",47.0,"GEN","IND",6.0,13.0,267918.0,2312.0,156884.0,1.47,140.0,0.09,58.56,0.0,4.0
24562,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Ashok Singh","MALE",54.0,"GEN","IND",7.0,13.0,267918.0,2172.0,156884.0,1.38,778.0,0.5,58.56,0.0,4.0
24563,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Hem Narayan Singh","MALE",41.0,"GEN","SHS",8.0,13.0,267918.0,1394.0,156884.0,0.89,252.0,0.16,58.56,0.0,4.0
24564,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Sukhnnandan Singh Rathor","MALE",79.0,"GEN","CPI",9.0,13.0,267918.0,1142.0,156884.0,0.73,251.0,0.16,58.56,0.0,4.0
24565,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Amod Kumar Singh","MALE",39.0,"GEN","SASAPT",10.0,13.0,267918.0,891.0,156884.0,0.57,179.0,0.11,58.56,0.0,4.0
24566,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Rajkumar Hazra","MALE",67.0,"GEN","IND",11.0,13.0,267918.0,712.0,156884.0,0.45,173.0,0.11,58.56,0.0,4.0
24567,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Gonar Mahto","MALE",65.0,"GEN","IND",12.0,13.0,267918.0,539.0,156884.0,0.34,96.0,0.06,58.56,0.0,4.0
24568,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Sita Sarojani","FEMALE",55.0,"GEN","SP",13.0,13.0,267918.0,443.0,156884.0,0.28,93.0,0.06,58.56,0.0,4.0
24569,"2015","11","Bihar","10",16.0,"Sonepur","GEN","Kumar Samarjeet Singh","MALE",37.0,"GEN","JKM",14.0,13.0,267918.0,350.0,156884.0,0.22,0.0,0.0,58.56,0.0,4.0
24570,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Dr Ramanuj Prasad","MALE",61.0,"GEN","RJD",1.0,16.0,288143.0,73247.0,169896.0,43.11,6686.0,3.94,58.96,0.0,4.0
24571,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Vinay Kumar Singh","MALE",55.0,"GEN","BJP",2.0,16.0,288143.0,66561.0,169896.0,39.18,57894.0,34.08,58.96,0.0,4.0
24572,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Chandan Lal","MALE",33.0,"GEN","IND",3.0,16.0,288143.0,8667.0,169896.0,5.1,3126.0,1.84,58.96,0.0,4.0
24573,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Ramesh Kumar","MALE",45.0,"GEN","IND",4.0,16.0,288143.0,5541.0,169896.0,3.26,2486.0,1.46,58.96,0.0,4.0
24574,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Suman Kumar","MALE",37.0,"GEN","IND",5.0,16.0,288143.0,3055.0,169896.0,1.8,11.0,0.01,58.96,0.0,4.0
24575,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Hem Narayan Singh","MALE",50.0,"GEN","IND",6.0,16.0,288143.0,3044.0,169896.0,1.79,1102.0,0.65,58.96,0.0,4.0
24576,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Pinki Kumari Prasad","FEMALE",32.0,"GEN","IND",7.0,16.0,288143.0,1942.0,169896.0,1.14,339.0,0.2,58.96,0.0,4.0
24577,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Dharamveer Kumar","MALE",33.0,"GEN","NCP",8.0,16.0,288143.0,1603.0,169896.0,0.94,57.0,0.03,58.96,0.0,4.0
24578,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Nota","None","","GEN","NOTA",9.0,16.0,288143.0,1546.0,169896.0,0.91,378.0,0.22,58.96,0.0,4.0
24579,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Harishankar Kumar","MALE",43.0,"GEN","RLSP",10.0,16.0,288143.0,1168.0,169896.0,0.69,19.0,0.01,58.96,0.0,4.0
24580,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Amod Gop","MALE",50.0,"GEN","IND",11.0,16.0,288143.0,1149.0,169896.0,0.68,237.0,0.14,58.96,0.0,4.0
24581,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Asha Kumari","FEMALE",30.0,"GEN","TPLRSP",12.0,16.0,288143.0,912.0,169896.0,0.54,427.0,0.25,58.96,0.0,4.0
24582,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Baijnath Ram","MALE",45.0,"GEN","IND",13.0,16.0,288143.0,485.0,169896.0,0.29,82.0,0.05,58.96,0.0,4.0
24583,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Anil Kumar Singh","MALE",58.0,"GEN","SJDD",14.0,16.0,288143.0,403.0,169896.0,0.24,90.0,0.05,58.96,0.0,4.0
24584,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Suvodh Kumar","MALE",44.0,"GEN","SANVP",15.0,16.0,288143.0,313.0,169896.0,0.18,53.0,0.03,58.96,0.0,4.0
24585,"2020","11","Bihar","10",17.0,"Sonepur","GEN","Rajeev Ranjan","MALE",34.0,"GEN","ABYP",16.0,16.0,288143.0,260.0,169896.0,0.15,0.0,0.0,58.96,0.0,4.0
24586,"2010","11","Bihar","10",15.0,"Sugauli","GEN","Ramchandra Sahani","MALE",67.0,"GEN","BJP",1.0,10.0,204928.0,39021.0,113367.0,34.42,12379.0,10.92,55.32,0.0,4.0
24587,"2010","11","Bihar","10",15.0,"Sugauli","GEN","Vijay Prasad Gupta","MALE",53.0,"GEN","RJD",2.0,10.0,204928.0,26642.0,113367.0,23.5,15720.0,13.87,55.32,0.0,4.0
24588,"2010","11","Bihar","10",15.0,"Sugauli","GEN","Mahammed Umar Saifullah Khan","MALE",41.0,"GEN","INC",3.0,10.0,204928.0,10922.0,113367.0,9.63,225.0,0.2,55.32,0.0,4.0
24589,"2010","11","Bihar","10",15.0,"Sugauli","GEN","Arjun Singh Bhartiy","MALE",59.0,"GEN","IND",4.0,10.0,204928.0,10697.0,113367.0,9.44,1807.0,1.59,55.32,0.0,4.0
24590,"2010","11","Bihar","10",15.0,"Sugauli","GEN","Md Ainullah","MALE",50.0,"GEN","IND",5.0,10.0,204928.0,8890.0,113367.0,7.84,2828.0,2.49,55.32,0.0,4.0
24591,"2010","11","Bihar","10",15.0,"Sugauli","GEN","Radha Mohan Singh","MALE",47.0,"GEN","CPI",6.0,10.0,204928.0,6062.0,113367.0,5.35,790.0,0.7,55.32,0.0,4.0
