"id","year","month","state_name","state_code","assembly_no","ac_name","ac_type","candidate_name","sex","age","candidate_type","party","position","ac_total_candidates","total_electors","total_votes","total_valid_votes","vote_share_percentage","margin","margin_percentage","turnout_percentage","poll_no","delimit_id"
59126,"2018","12","Madhya Pradesh","23",15.0,"Satna","GEN","Vinod Gupta","MALE","","GEN","IND",28.0,30.0,230505.0,128.0,161387.0,0.08,2.0,0.0,70.01,0.0,4.0
59127,"2018","12","Madhya Pradesh","23",15.0,"Satna","GEN","Tribhuwan Prasad Pandey","MALE","","GEN","IND",29.0,30.0,230505.0,126.0,161387.0,0.08,1.0,0.0,70.01,0.0,4.0
59128,"2018","12","Madhya Pradesh","23",15.0,"Satna","GEN","Rabia Khan","FEMALE","","GEN","IND",30.0,30.0,230505.0,125.0,161387.0,0.08,59.0,0.04,70.01,0.0,4.0
59129,"2018","12","Madhya Pradesh","23",15.0,"Satna","GEN","Naushad Hussain Munna Babu","MALE","","GEN","IND",31.0,30.0,230505.0,66.0,161387.0,0.04,0.0,0.0,70.01,0.0,4.0
59130,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Nanabhau Mohod","MALE",58.0,"GEN","BJP",1.0,14.0,176882.0,69257.0,148943.0,46.5,8416.0,5.65,84.2,0.0,4.0
59131,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Bhagvat Mahajan","MALE",67.0,"GEN","INC",2.0,14.0,176882.0,60841.0,148943.0,40.85,55140.0,37.02,84.2,0.0,4.0
59132,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Arch Sanjay Somkuwar","MALE",42.0,"GEN","BSP",3.0,14.0,176882.0,5701.0,148943.0,3.83,1501.0,1.01,84.2,0.0,4.0
59133,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Nota","None","","GEN","NOTA",4.0,14.0,176882.0,4200.0,148943.0,2.82,1603.0,1.08,84.2,0.0,4.0
59134,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Shyam Shivhare","MALE",63.0,"GEN","IND",5.0,14.0,176882.0,2597.0,148943.0,1.74,1504.0,1.01,84.2,0.0,4.0
59135,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Deorao Paturkar","MALE",71.0,"GEN","IND",6.0,14.0,176882.0,1093.0,148943.0,0.73,59.0,0.04,84.2,0.0,4.0
59136,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Manohar Parteti","MALE",46.0,"GEN","GGP",7.0,14.0,176882.0,1034.0,148943.0,0.69,126.0,0.08,84.2,0.0,4.0
59137,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Ravishankar Babu","MALE",37.0,"GEN","IND",8.0,14.0,176882.0,908.0,148943.0,0.61,36.0,0.02,84.2,0.0,4.0
59138,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Yashavant Bapu Bobade","MALE",60.0,"GEN","ABGP",9.0,14.0,176882.0,872.0,148943.0,0.59,33.0,0.02,84.2,0.0,4.0
59139,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Gopal Kothe","MALE",28.0,"GEN","IND",10.0,14.0,176882.0,839.0,148943.0,0.56,412.0,0.28,84.2,0.0,4.0
59140,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Vikas Bansod","MALE",33.0,"GEN","SHS",11.0,14.0,176882.0,427.0,148943.0,0.29,50.0,0.03,84.2,0.0,4.0
59141,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Chandrashekhar Baba Paradkar","MALE",40.0,"GEN","IND",12.0,14.0,176882.0,377.0,148943.0,0.25,38.0,0.03,84.2,0.0,4.0
59142,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Fogal Bansod","MALE",63.0,"GEN","RPI(A)",13.0,14.0,176882.0,339.0,148943.0,0.23,80.0,0.05,84.2,0.0,4.0
59143,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Sanjay Kolhatkar","MALE",35.0,"GEN","SP",14.0,14.0,176882.0,259.0,148943.0,0.17,60.0,0.04,84.2,0.0,4.0
59144,"2013","12","Madhya Pradesh","23",14.0,"Sausar","GEN","Gajanan Madke","MALE",36.0,"GEN","IND",15.0,14.0,176882.0,199.0,148943.0,0.13,0.0,0.0,84.2,0.0,4.0
59145,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Vijay Revnath Chore","MALE","","GEN","INC",1.0,20.0,193955.0,86700.0,169603.0,51.12,20472.0,12.07,87.44,0.0,4.0
59146,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Nanabhau Mohod","MALE","","GEN","BJP",2.0,20.0,193955.0,66228.0,169603.0,39.05,63632.0,37.52,87.44,0.0,4.0
59147,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Anil Gurve","MALE","","GEN","BSP",3.0,20.0,193955.0,2596.0,169603.0,1.53,271.0,0.16,87.44,0.0,4.0
59148,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Praveen Leeladhar Balang","MALE","","GEN","IND",4.0,20.0,193955.0,2325.0,169603.0,1.37,433.0,0.26,87.44,0.0,4.0
59149,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Kawdeti Rameshwar","MALE","","GEN","GGP",5.0,20.0,193955.0,1892.0,169603.0,1.12,126.0,0.07,87.44,0.0,4.0
59150,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Matin Mustak Khan","MALE","","GEN","IND",6.0,20.0,193955.0,1766.0,169603.0,1.04,650.0,0.38,87.44,0.0,4.0
59151,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Keshawrao Charpe","MALE","","GEN","RAMJP",7.0,20.0,193955.0,1116.0,169603.0,0.66,6.0,0.0,87.44,0.0,4.0
59152,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Sukhram Tekam","MALE","","GEN","IND",8.0,20.0,193955.0,1110.0,169603.0,0.65,59.0,0.03,87.44,0.0,4.0
59153,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Youvaraj Vishwnath Bhutange","MALE","","GEN","IND",9.0,20.0,193955.0,1051.0,169603.0,0.62,391.0,0.23,87.44,0.0,4.0
59154,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Dharmendra Sahu","MALE","","GEN","IND",10.0,20.0,193955.0,660.0,169603.0,0.39,40.0,0.02,87.44,0.0,4.0
59155,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Shamrav Jhadane","MALE","","GEN","IND",11.0,20.0,193955.0,620.0,169603.0,0.37,43.0,0.03,87.44,0.0,4.0
59156,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Nota","None","","GEN","NOTA",12.0,20.0,193955.0,577.0,169603.0,0.34,57.0,0.03,87.44,0.0,4.0
59157,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Gajanan Madke","MALE","","GEN","IND",13.0,20.0,193955.0,520.0,169603.0,0.31,14.0,0.01,87.44,0.0,4.0
59158,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Gopal Kothe","MALE","","GEN","AAAP",14.0,20.0,193955.0,506.0,169603.0,0.3,26.0,0.02,87.44,0.0,4.0
59159,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Charansing Vithathalsing Parmar Thakur","MALE","","GEN","IND",15.0,20.0,193955.0,480.0,169603.0,0.28,81.0,0.05,87.44,0.0,4.0
59160,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Gajju Ghorse Rajendra Ghorse","MALE","","GEN","IND",16.0,20.0,193955.0,399.0,169603.0,0.24,125.0,0.07,87.44,0.0,4.0
59161,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Ravikant Kapase","MALE","","GEN","SHS",17.0,20.0,193955.0,274.0,169603.0,0.16,24.0,0.01,87.44,0.0,4.0
59162,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Vijay Ghatod","MALE","","GEN","BMUP",18.0,20.0,193955.0,250.0,169603.0,0.15,31.0,0.02,87.44,0.0,4.0
59163,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Sandip Dongre","MALE","","GEN","IND",19.0,20.0,193955.0,219.0,169603.0,0.13,59.0,0.03,87.44,0.0,4.0
59164,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Dilip Bagde","MALE","","GEN","BASD",20.0,20.0,193955.0,160.0,169603.0,0.09,6.0,0.0,87.44,0.0,4.0
59165,"2018","12","Madhya Pradesh","23",15.0,"Sausar","GEN","Fogal Bansod","MALE","","GEN","RPI(A)",21.0,20.0,193955.0,154.0,169603.0,0.09,0.0,0.0,87.44,0.0,4.0
59166,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Sudesh Rai","MALE",44.0,"GEN","IND",1.0,10.0,187144.0,63604.0,143014.0,44.47,1626.0,1.14,76.42,0.0,4.0
59167,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Usha Ramesh Saxena","FEMALE",51.0,"GEN","BJP",2.0,10.0,187144.0,61978.0,143014.0,43.34,52734.0,36.87,76.42,0.0,4.0
59168,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Harish Rathore","MALE",39.0,"GEN","INC",3.0,10.0,187144.0,9244.0,143014.0,6.46,6865.0,4.8,76.42,0.0,4.0
59169,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Nota","None","","GEN","NOTA",4.0,10.0,187144.0,2379.0,143014.0,1.66,837.0,0.59,76.42,0.0,4.0
59170,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Leela Kishan Jatav","MALE",66.0,"GEN","IND",5.0,10.0,187144.0,1542.0,143014.0,1.08,348.0,0.24,76.42,0.0,4.0
59171,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Parvat Singh Mewada","MALE",51.0,"GEN","SHS",6.0,10.0,187144.0,1194.0,143014.0,0.83,291.0,0.2,76.42,0.0,4.0
59172,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Arjun Singh Gaur","MALE",33.0,"GEN","IND",7.0,10.0,187144.0,903.0,143014.0,0.63,148.0,0.1,76.42,0.0,4.0
59173,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Anokhi Verma","FEMALE",38.0,"GEN","BSP",8.0,10.0,187144.0,755.0,143014.0,0.53,159.0,0.11,76.42,0.0,4.0
59174,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Ashish Pandey Tony","MALE",28.0,"GEN","NCP",9.0,10.0,187144.0,596.0,143014.0,0.42,174.0,0.12,76.42,0.0,4.0
59175,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Makhan Singh Solanki","MALE",37.0,"GEN","IND",10.0,10.0,187144.0,422.0,143014.0,0.3,25.0,0.02,76.42,0.0,4.0
59176,"2013","12","Madhya Pradesh","23",14.0,"Sehore","GEN","Kishore Bharti","MALE",58.0,"GEN","ABGP",11.0,10.0,187144.0,397.0,143014.0,0.28,0.0,0.0,76.42,0.0,4.0
59177,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Sudesh Rai","MALE","","GEN","BJP",1.0,11.0,194578.0,60117.0,158187.0,38.0,20644.0,13.05,81.3,0.0,4.0
59178,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Surendra Singh Thakur","MALE","","GEN","INC",2.0,11.0,194578.0,39473.0,158187.0,24.95,13076.0,8.27,81.3,0.0,4.0
59179,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Usha Ramesh Saxena","FEMALE","","GEN","IND",3.0,11.0,194578.0,26397.0,158187.0,16.69,481.0,0.3,81.3,0.0,4.0
59180,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Gaurav Sunny Mahajan","MALE","","GEN","IND",4.0,11.0,194578.0,25916.0,158187.0,16.38,24655.0,15.59,81.3,0.0,4.0
59181,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Sunil Jatav","MALE","","GEN","BSP",5.0,11.0,194578.0,1261.0,158187.0,0.8,121.0,0.08,81.3,0.0,4.0
59182,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Nota","None","","GEN","NOTA",6.0,11.0,194578.0,1140.0,158187.0,0.72,79.0,0.05,81.3,0.0,4.0
59183,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Kailashnarayan Shrivastav","MALE","","GEN","IND",7.0,11.0,194578.0,1061.0,158187.0,0.67,120.0,0.08,81.3,0.0,4.0
59184,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Makhan Singh Solanki","MALE","","GEN","CPI",8.0,11.0,194578.0,941.0,158187.0,0.59,331.0,0.21,81.3,0.0,4.0
59185,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Kamalsingh","MALE","","GEN","PRSP",9.0,11.0,194578.0,610.0,158187.0,0.39,116.0,0.07,81.3,0.0,4.0
59186,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Mo Akram Qureshi","MALE","","GEN","IND",10.0,11.0,194578.0,494.0,158187.0,0.31,78.0,0.05,81.3,0.0,4.0
59187,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Engg Krishnapal Singh Baghel","MALE","","GEN","AAAP",11.0,11.0,194578.0,416.0,158187.0,0.26,55.0,0.03,81.3,0.0,4.0
59188,"2018","12","Madhya Pradesh","23",15.0,"Sehore","GEN","Nilesh Jain Jain Saab","MALE","","GEN","SHS",12.0,11.0,194578.0,361.0,158187.0,0.23,0.0,0.0,81.3,0.0,4.0
59189,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Neelam Abhey Mishra","FEMALE",40.0,"GEN","BJP",1.0,25.0,180683.0,36173.0,120551.0,30.01,5977.0,4.96,66.72,0.0,4.0
59190,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Pankaj Singh","MALE",36.0,"GEN","BSP",2.0,25.0,180683.0,30196.0,120551.0,25.05,1408.0,1.17,66.72,0.0,4.0
59191,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Triyugi Narayan Shukla Bhagat","MALE",52.0,"GEN","INC",3.0,25.0,180683.0,28788.0,120551.0,23.88,23479.0,19.48,66.72,0.0,4.0
59192,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Lalmani Pandey","MALE",47.0,"GEN","SP",4.0,25.0,180683.0,5309.0,120551.0,4.4,554.0,0.46,66.72,0.0,4.0
59193,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Kunwar Singh Patel","MALE",33.0,"GEN","LJP",5.0,25.0,180683.0,4755.0,120551.0,3.94,2226.0,1.85,66.72,0.0,4.0
59194,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Rohit Tiwari","MALE",42.0,"GEN","CPM",6.0,25.0,180683.0,2529.0,120551.0,2.1,822.0,0.68,66.72,0.0,4.0
59195,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ananad Tiwari","MALE",37.0,"GEN","NCP",7.0,25.0,180683.0,1707.0,120551.0,1.42,705.0,0.58,66.72,0.0,4.0
59196,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ramashankar Pandey Triveni","MALE",65.0,"GEN","BSCP",8.0,25.0,180683.0,1002.0,120551.0,0.83,17.0,0.01,66.72,0.0,4.0
59197,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Gopal Prashad Satnami","MALE",48.0,"GEN","IND",9.0,25.0,180683.0,985.0,120551.0,0.82,192.0,0.16,66.72,0.0,4.0
59198,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Phoolchand Saket","MALE",40.0,"GEN","IND",10.0,25.0,180683.0,793.0,120551.0,0.66,31.0,0.03,66.72,0.0,4.0
59199,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ramnaresh","MALE",41.0,"GEN","RPD",11.0,25.0,180683.0,762.0,120551.0,0.63,29.0,0.02,66.72,0.0,4.0
59200,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Babulal Kushwaha","MALE",54.0,"GEN","IND",12.0,25.0,180683.0,733.0,120551.0,0.61,82.0,0.07,66.72,0.0,4.0
59201,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Akhilendra Singh","MALE",43.0,"GEN","IND",13.0,25.0,180683.0,651.0,120551.0,0.54,4.0,0.0,66.72,0.0,4.0
59202,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Advocate Kaushlesh Prashad Pathak","MALE",37.0,"GEN","IND",14.0,25.0,180683.0,647.0,120551.0,0.54,1.0,0.0,66.72,0.0,4.0
59203,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Girish Prasad Pathak","MALE",60.0,"GEN","IND",15.0,25.0,180683.0,646.0,120551.0,0.54,83.0,0.07,66.72,0.0,4.0
59204,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Rajeshwaranand","MALE",37.0,"GEN","IND",16.0,25.0,180683.0,563.0,120551.0,0.47,17.0,0.01,66.72,0.0,4.0
59205,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Nota","None","","GEN","NOTA",17.0,25.0,180683.0,546.0,120551.0,0.45,14.0,0.01,66.72,0.0,4.0
59206,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Teerath Prasad Kol","MALE",62.0,"GEN","IND",18.0,25.0,180683.0,532.0,120551.0,0.44,28.0,0.02,66.72,0.0,4.0
59207,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Vivek Singh Urf Nilu","MALE",28.0,"GEN","IND",19.0,25.0,180683.0,504.0,120551.0,0.42,25.0,0.02,66.72,0.0,4.0
59208,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ramshiromani Saket","MALE",50.0,"GEN","AIFB(S)",20.0,25.0,180683.0,479.0,120551.0,0.4,36.0,0.03,66.72,0.0,4.0
59209,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ramadheen","MALE",63.0,"GEN","IND",21.0,25.0,180683.0,443.0,120551.0,0.37,8.0,0.01,66.72,0.0,4.0
59210,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Suman Shukla","FEMALE",37.0,"GEN","IND",22.0,25.0,180683.0,435.0,120551.0,0.36,15.0,0.01,66.72,0.0,4.0
59211,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Gautam Kumar Bauddh","MALE",33.0,"GEN","IND",23.0,25.0,180683.0,420.0,120551.0,0.35,27.0,0.02,66.72,0.0,4.0
59212,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Kedar Singh Patel Urf K D Bhaiya","MALE",28.0,"GEN","AD",24.0,25.0,180683.0,393.0,120551.0,0.33,40.0,0.03,66.72,0.0,4.0
59213,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ramashray Saket","MALE",43.0,"GEN","RPI",25.0,25.0,180683.0,353.0,120551.0,0.29,146.0,0.12,66.72,0.0,4.0
59214,"2013","12","Madhya Pradesh","23",14.0,"Semariya","GEN","Ramkalesh","MALE",50.0,"GEN","IND",26.0,25.0,180683.0,207.0,120551.0,0.17,0.0,0.0,66.72,0.0,4.0
59215,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","K P Tripathi","MALE","","GEN","BJP",1.0,22.0,196868.0,47889.0,136434.0,35.1,7776.0,5.7,69.3,0.0,4.0
59216,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Triyugi Narayan Shukla Bhagat","MALE","","GEN","INC",2.0,22.0,196868.0,40113.0,136434.0,29.4,1636.0,1.2,69.3,0.0,4.0
59217,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Pankaj Singh","MALE","","GEN","BSP",3.0,22.0,196868.0,38477.0,136434.0,28.2,36992.0,27.11,69.3,0.0,4.0
59218,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Ramrati Kewat","FEMALE","","GEN","RSAD",4.0,22.0,196868.0,1485.0,136434.0,1.09,603.0,0.44,69.3,0.0,4.0
59219,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Rajkumar Tiwari","MALE","","GEN","SPKP",5.0,22.0,196868.0,882.0,136434.0,0.65,76.0,0.06,69.3,0.0,4.0
59220,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Tirath Prasad Kol","MALE","","GEN","IND",6.0,22.0,196868.0,806.0,136434.0,0.59,48.0,0.04,69.3,0.0,4.0
59221,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Ramkishan Nirat","MALE","","GEN","RPI(A)",7.0,22.0,196868.0,758.0,136434.0,0.56,13.0,0.01,69.3,0.0,4.0
59222,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Pramod Sharma","MALE","","GEN","AAAP",8.0,22.0,196868.0,745.0,136434.0,0.55,34.0,0.02,69.3,0.0,4.0
59223,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Saukhilal Tiwari Babaiya","MALE","","GEN","CPM",9.0,22.0,196868.0,711.0,136434.0,0.52,202.0,0.15,69.3,0.0,4.0
59224,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Rakesh Yadav","MALE","","GEN","ADSMP",10.0,22.0,196868.0,509.0,136434.0,0.37,20.0,0.01,69.3,0.0,4.0
59225,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Basant Lal Kol","MALE","","GEN","BMUP",11.0,22.0,196868.0,489.0,136434.0,0.36,37.0,0.03,69.3,0.0,4.0
59226,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Nota","None","","GEN","NOTA",12.0,22.0,196868.0,452.0,136434.0,0.33,30.0,0.02,69.3,0.0,4.0
59227,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Ramkalesh Saket","MALE","","GEN","IND",13.0,22.0,196868.0,422.0,136434.0,0.31,56.0,0.04,69.3,0.0,4.0
59228,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Rajendra Singh","MALE","","GEN","IND",14.0,22.0,196868.0,366.0,136434.0,0.27,19.0,0.01,69.3,0.0,4.0
59229,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Arun Pratap Singh","MALE","","GEN","ADAL",15.0,22.0,196868.0,347.0,136434.0,0.25,4.0,0.0,69.3,0.0,4.0
59230,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Ghanshyam Prasad Mishra","MALE","","GEN","BSCP",16.0,22.0,196868.0,343.0,136434.0,0.25,16.0,0.01,69.3,0.0,4.0
59231,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Babulal Sen","MALE","","GEN","SOC",17.0,22.0,196868.0,327.0,136434.0,0.24,51.0,0.04,69.3,0.0,4.0
59232,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Ramsajivan Tiwari","MALE","","GEN","IND",18.0,22.0,196868.0,276.0,136434.0,0.2,4.0,0.0,69.3,0.0,4.0
59233,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Rajneesh Prajapati","MALE","","GEN","PPID",19.0,22.0,196868.0,272.0,136434.0,0.2,14.0,0.01,69.3,0.0,4.0
59234,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Vivek Singh Neelu Bhaiya","MALE","","GEN","IND",20.0,22.0,196868.0,258.0,136434.0,0.19,65.0,0.05,69.3,0.0,4.0
59235,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Yashwant Chudhri","MALE","","GEN","JANADIP",21.0,22.0,196868.0,193.0,136434.0,0.14,31.0,0.02,69.3,0.0,4.0
59236,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Gopal Prasad Satnami","MALE","","GEN","SP(MP)",22.0,22.0,196868.0,162.0,136434.0,0.12,10.0,0.01,69.3,0.0,4.0
59237,"2018","12","Madhya Pradesh","23",15.0,"Semariya","GEN","Ramlotan Chaudhari","MALE","","GEN","IND",23.0,22.0,196868.0,152.0,136434.0,0.11,0.0,0.0,69.3,0.0,4.0
59238,"2013","12","Madhya Pradesh","23",14.0,"Sendhwa (S.T.)","ST","Antarsingh Raoji Arya","MALE",54.0,"ST","BJP",1.0,5.0,228917.0,88821.0,163594.0,54.29,25686.0,15.7,71.46,0.0,4.0
59239,"2013","12","Madhya Pradesh","23",14.0,"Sendhwa (S.T.)","ST","Dayaram Patel","MALE",53.0,"ST","INC",2.0,5.0,228917.0,63135.0,163594.0,38.59,58151.0,35.55,71.46,0.0,4.0
59240,"2013","12","Madhya Pradesh","23",14.0,"Sendhwa (S.T.)","ST","Nota","None","","ST","NOTA",3.0,5.0,228917.0,4984.0,163594.0,3.05,1346.0,0.82,71.46,0.0,4.0
59241,"2013","12","Madhya Pradesh","23",14.0,"Sendhwa (S.T.)","ST","Lakha Dudwe","MALE",42.0,"ST","IND",4.0,5.0,228917.0,3638.0,163594.0,2.22,1627.0,0.99,71.46,0.0,4.0
59242,"2013","12","Madhya Pradesh","23",14.0,"Sendhwa (S.T.)","ST","Mohan Chouhan","MALE",56.0,"ST","BSP",5.0,5.0,228917.0,2011.0,163594.0,1.23,1006.0,0.61,71.46,0.0,4.0
59243,"2013","12","Madhya Pradesh","23",14.0,"Sendhwa (S.T.)","ST","Ratansingh Subhan Mehta","MALE",62.0,"ST","IND",6.0,5.0,228917.0,1005.0,163594.0,0.61,0.0,0.0,71.46,0.0,4.0
59244,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Gyarsilal Rawat","MALE","","ST","INC",1.0,7.0,243050.0,94722.0,185468.0,51.07,15878.0,8.56,76.31,0.0,4.0
59245,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Antarsingh Arya","MALE","","ST","BJP",2.0,7.0,243050.0,78844.0,185468.0,42.51,75062.0,40.47,76.31,0.0,4.0
59246,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Nota","None","","ST","NOTA",3.0,7.0,243050.0,3782.0,185468.0,2.04,702.0,0.38,76.31,0.0,4.0
59247,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Babulal More","MALE","","ST","CPI",4.0,7.0,243050.0,3080.0,185468.0,1.66,1525.0,0.82,76.31,0.0,4.0
59248,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Kamalesh Thakur","MALE","","ST","BSP",5.0,7.0,243050.0,1555.0,185468.0,0.84,65.0,0.04,76.31,0.0,4.0
59249,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Gaffar S O Nur Mohammad Munda","MALE","","ST","RSMD",6.0,7.0,243050.0,1490.0,185468.0,0.8,489.0,0.26,76.31,0.0,4.0
59250,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Indas Barde","MALE","","ST","AAAP",7.0,7.0,243050.0,1001.0,185468.0,0.54,7.0,0.0,76.31,0.0,4.0
59251,"2018","12","Madhya Pradesh","23",15.0,"Sendhwa (S.T.)","ST","Sultana Munda Adiwasi","FEMALE","","ST","IND",8.0,7.0,243050.0,994.0,185468.0,0.54,0.0,0.0,76.31,0.0,4.0
59252,"2013","12","Madhya Pradesh","23",14.0,"Seoni","GEN","Dinesh Rai Munmun","MALE",46.0,"GEN","IND",1.0,16.0,226426.0,65402.0,177531.0,36.84,20916.0,11.78,78.41,0.0,4.0
59253,"2013","12","Madhya Pradesh","23",14.0,"Seoni","GEN","Naresh Diwakar D N","MALE",55.0,"GEN","BJP",2.0,16.0,226426.0,44486.0,177531.0,25.06,2358.0,1.33,78.41,0.0,4.0
